Data Source,World Development Indicators,Last Updated Date,2018-06-28,Unnamed: 4
2014.0,2015.0,2016.0,2017.0,
94.9067230224609,95.2381820678711,95.5701446533203,,
89.5,71.5,84.1371383666992,,
32.0,42.0,40.5206069946289,,
100.0,100.0,100.0,,
88.0767741380158,88.5179673938546,88.7686540243445,,
99.9592437744141,99.9952087402344,100.0,,
99.9889755249023,100.0,100.0,,
,,,,
96.2984161376953,96.8262939453125,97.3546676635742,,
7.0,7.25208950042725,7.58847713470459,,
34.1,40.0334777832031,41.4026145935059,,
19.2,18.4700813293457,19.1647129058838,,
62.4,68.2046813964844,75.92,,
91.7720565795898,91.8,92.2143173217773,,
90.038729,91.522822,93.0391311645508,,
99.650247,99.710902,100.0,,
96.9126434326172,98.4235229492188,100.0,,
56.3696098327637,58.528751373291,60.6883964538574,,
12.7842359542847,13.3844232559204,13.9851121902466,,
99.9953384399414,99.714844,100.0,,
99.9984893798828,100.0,100.0,,
61.9,64.0861968994141,64.3,,
56.8,58.8651008605957,60.0747680664063,,
13.5,16.4191646575928,17.1473789215088,,
51.8623924255371,60.4,56.5661697387695,,
97.790938,98.186898,99.0044555664063,,
72.917724609375,75.3807144165039,77.8442153930664,,
87.8767242431641,90.2439041137695,92.6115875244141,,
99.359291,99.409804,100.0,,
95.5579227066017,95.568684039554,96.0163093060266,,
52.269359588623,52.0257759094238,51.7826919555664,,
99.5810775756836,99.9029693603516,100.0,,
98.470979,98.560364,100.0,,
99.2343444824219,99.3367080688477,99.439567565918,,
96.218203498419,96.5332378798832,96.5807321938037,,
83.5344243529632,86.9726148651367,86.7516274576338,,
96.5897868084325,96.8726586624057,96.9142412144666,,
99.9901355087253,99.9982315995547,99.9999426436103,,
99.9955405950803,99.9991994861266,99.9999740023915,,
98.976067,98.825883,99.9368133544922,,
99.8,100.0,100.0,,
44.3466758728027,45.5133209228516,46.6804618835449,,
27.2,33.4185905456543,42.9,,
47.5647434792957,48.0132000036834,48.8932856829723,,
95.5934371948242,97.1194915771484,98.6460494995117,,
71.6737976074219,73.5542297363281,75.435173034668,,
89.2199401855469,90.3074722290039,91.3955001831055,,
100.0,99.9934997558594,100.0,,
78.3,75.7152786254883,79.3,,
29.9220409393311,30.9631519317627,33.5,,
45.2167434692383,46.4866638183594,47.7570877075195,,
17.2,14.0046701431274,14.6557903289795,,
67.058708190918,67.473747253418,67.889289855957,,
91.3995056152344,91.8716888427734,92.344367980957,,
85.494371,90.5062942504883,91.7792282104492,,
86.9,83.5683517456055,84.2429046630859,,
99.9688156109534,99.9688142637102,99.9767391408547,,
88.653773,89.98171,87.5766296386719,,
34.1242245654197,34.534628035186,38.5856364516933,,
37.7525901794434,38.2211265563965,38.6901664733887,,
93.3457045493066,95.4329045322277,94.5567788678641,,
83.3046646720204,84.8963930675248,85.2846645267292,,
52.5471622973546,53.0358605197444,57.6086449181583,,
71.1758158088057,69.5750644432437,75.5273417081881,,
97.01,97.5373674369822,97.62,,
43.3412408888754,44.855855635545,48.7418130890439,,
81.2395095825195,88.0,84.5268173217773,,
100.0,99.9750518798828,100.0,,
99.6554107666016,99.8621826171875,100.0,,
96.35400390625,97.2788848876953,98.2042694091797,,
99.9855880737305,99.9983215332031,100.0,,
99.9881439208984,100.0,100.0,,
36.0,41.6,56.0,,
99.8,99.9065551757813,99.9961013793945,,
56.1,47.5657386779785,49.7706565856934,,
80.7150192260742,90.5581814089579,84.9362716674805,,
99.7366943359375,99.9300155639648,100.0,,
96.6786766905534,96.9512781330594,97.5527169834802,,
81.4578628540039,89.7,87.0957717895508,,
9.4,13.8400917053223,19.8,,
98.5213012695313,98.5287628173828,98.5367279052735,,
96.5657348632813,97.1630783081055,97.7609176635742,,
97.013168057364,97.2527559213125,97.7975942060493,,
38.7019638284631,40.7038830763661,44.7873624357584,,
33.5808317869955,34.4700229278665,38.8881681644835,,
92.1920623779297,93.8899002075195,95.5882339477539,,
80.0957571208816,83.5160467167243,83.4152483532965,,
82.8471678524259,84.4685839438348,84.8705418210156,,
27.8,27.9232387542725,29.7333087921143,,
98.9201425454053,99.1170343412034,99.2230549889507,,
69.5478286743164,70.7588043212891,71.9702835083008,,
91.6,99.5860137939453,100.0,,
18.5967807769775,19.0350608825684,22.9,,
100.0,99.994010925293,100.0,,
96.8853656737509,97.8785921397276,98.0317126784446,,
99.172928,99.0,100.0,,
89.8922119140625,91.5148773193359,93.1380462646484,,
89.0778757644651,90.881637833171,90.8531926510084,,
99.9998092651367,100.0,100.0,,
31.8254013061523,37.6,35.0694999694824,,
52.0,60.5,57.0093841552734,,
96.3682234578451,97.5233842703631,97.6998070669466,,
99.9922637939453,99.9991607666016,100.0,,
80.6087341308594,81.1916275024414,81.775032043457,,
21.8645076751709,24.0,24.1983394622803,,
38.8,39.5,41.6521072387695,,
98.7012405395508,98.7412567138672,98.7817840576172,,
11.9,10.8,11.0,,
99.9851226806641,99.9985885620117,100.0,,
49.6249351501465,50.7034301757813,51.7824249267578,,
15.0305442810059,16.6,16.2172336578369,,
56.3719139099121,52.5,59.3,,
81.853073,81.1631393432617,81.7967987060547,,
84.9,87.213623046875,90.7,,
99.1720581054688,99.0,99.2028045654297,,
99.9192431082423,99.8978177275585,100.0,,
70.407532737883,71.0508740243404,71.7290096348479,,
96.0158538818359,93.5,99.1474380493164,,
91.6923828125,92.5548400878906,93.4178009033203,,
92.919989,93.852179,94.8517456054688,,
88.6456985473633,89.08,90.9816131591797,,
99.8103,99.1614608764648,99.2893524169922,,
21.4462146759033,22.1889343261719,22.9321537017822,,
39.1860989271692,38.6963002725599,43.0376258169715,,
35.6489143371582,37.4463195800781,39.2442245483398,,
99.000716,99.331532,98.4,,
99.9,100.0,100.0,,
75.0178808778944,79.5159764612161,79.548082762729,,
99.9996650487967,99.9997111087969,99.9997578111353,,
19.8,22.8,29.37,,
81.4486895824243,86.5139871367745,85.5691498225237,,
44.9,38.0091552734375,38.5284423828125,,
61.0,60.5,64.5,,
42.6043548583984,55.1,47.9191436767578,,
16.0331554412842,16.468376159668,20.3,,
95.125416,95.4,98.618896484375,,
26.6949920654297,28.2924041748047,29.8903179168701,,
99.6607979324826,99.9827423095703,100.0,,
37.7542697399869,38.4541284158739,42.8085131785629,,
6.92372846603394,7.93542766571045,8.94762802124023,,
37.760012898291,38.4598146540274,42.8137538402121,,
75.395851460785,76.0974934551665,76.6386494365073,,
68.6,64.5101470947266,65.4404830932617,,
88.3135299682617,87.7446746826172,87.1763153076172,,
65.0,62.9945449829102,65.7902069091797,,
99.2988891601563,99.6783218383789,100.0,,
99.0906524658203,99.6365203857422,100.0,,
95.1644515991211,95.4321975708008,95.700439453125,,
7.94391202926636,7.7,8.83089828491211,,
96.9793814559818,97.2741931143285,97.2980303313578,,
99.9910606049772,99.9983963132304,99.9999479518277,,
45.7,45.0285453796387,46.9283752441406,,
99.9816665649414,99.6,100.0,,
99.9784088134766,99.9973526000976,100.0,,
99.9988479614258,100.0,100.0,,
96.9364667325082,97.1832154658975,97.7429792788864,,
57.7781982421875,67.2815339423354,63.3941383361816,,
96.3257106594436,97.4932158696792,97.6714473650241,,
95.3806762695313,96.1754531860352,97.02,,
98.6397018432617,99.0326766967773,99.426155090332,,
18.9101791381836,18.5,32.8,,
20.4,18.5,26.7,,
